MAGs	d	p	c	o	f	g	s
GL22_UP_concoct_59_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__VFJL01	s__
GL26_DN_metabinner_7	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__SZUA-5	g__	s__
GL26_UP_metabinner_2	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__
GL27_UP_concoct_12	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFIP01	s__
GL27_UP_concoct_146	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ga0077554	f__Ga007554	g__Ga0077554	s__
GL28_DN_metabat_81	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__JAEUOS01	g__	s__
GL28_DN_metabinner_6	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__
GL28_DN_metabinner_8_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFIP01	s__
GL28_UP_concoct_23_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GL29_DN_concoct_129	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__
GL29_UP_metabinner_4	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__RBG-16-58-11	g__RBG-16-58-11	s__
GL30_UP_concoct_126_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Usitatibacteraceae	g__Usitatibacter	s__
GL30_UP_metabat_21_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__BOG-934	s__
GL32_Down_concoct_175	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ga0077536	f__Ga0077536	g__JADJYF01	s__
GL32_Down_metabat_118	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__PBB1	s__
GL32_Down_metabinner_25_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__CADEHE01	g__	s__
GL32_Down_metabinner_3	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae	g__Aestuariivirga	s__
GL32_UP_concoct_160_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__CAHJWT01	s__
GL32_UP_concoct_199_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__REEB85	s__
GL32_UP_concoct_86	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Variovorax	s__Variovorax sp014303735
GL32_UP_metabat_137_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__PBB1	s__
GL32_UP_metabat_58_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__
GL32_UP_metabinner_11	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__
GL34_DN_concoct_163_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__
GL34_DN_concoct_23_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFIP01	s__
GL34_DN_metabinner_13	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae	g__Aestuariivirga	s__
GL34_DN_metabinner_7	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae	g__Aestuariivirga	s__
GL34_UP_concoct_32_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAIMXF01	s__
GL34_UP_metabat_125_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAILRJ01	s__CAILRJ01 sp014377845
GL34_UP_metabat_149	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__PBB1	s__
GL34_UP_metabat_76_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Schlegelella_A	s__
GL34_UP_metabinner_10_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__
GL34_UP_metabinner_16_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAILRJ01	s__
GL34_UP_metabinner_21_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__CAHJXG01	s__
GL34_UP_metabinner_29_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Tardiphaga	s__
GL36_DN_concoct_49	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Usitatibacteraceae	g__Usitatibacter	s__
GL36_UP_metabat_57	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Usitatibacteraceae	g__UKL13-2	s__
GL36_UP_metabinner_14_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__
GL36_UP_metabinner_9	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__UBA6186	f__UBA6186	g__JAGOUJ01	s__
GL42_DN_concoct_87_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter johnsonii
GL43_DN_concoct_104_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAISIP01	s__
GL43_DN_concoct_82	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__
GL44_UP_concoct_43	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__UBA5216	s__
GL44_UP_metabat_118	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Gallionellaceae	g__Nitrotoga	s__
GL44_UP_metabat_31	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Cypionkella	s__
GL44_UP_metabat_8	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__JACMMS01	s__
GL46_Down_concoct_214	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__	g__	s__
GL46_Down_metabinner_15	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Usitatibacteraceae	g__UKL13-2	s__
GL46_Up_concoct_171	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFIP01	s__
GL47_Down_metabinner_4	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__
GL47_Up_concoct_144	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Usitatibacteraceae	g__UKL13-2	s__
GL47_Up_metabat_177	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methyloglobulus	s__
GL47_Up_metabat_78_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GL49_UP_metabat_90	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GL50_Down_concoct_149	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Undibacterium	s__
GL50_Down_concoct_16	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Chakrabartia	s__
GL50_Down_concoct_56_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAISIP01	s__
GL50_UP_concoct_37_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__
GL51_DN_concoct_202_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__SCMT01	s__
GL51_DN_concoct_96	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__
GL52_DN_concoct_140	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__
GL52_DN_concoct_16_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__VFJL01	s__
GL52_DN_metabinner_5	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__CADEHE01	g__	s__
GL53_Down_concoct_231	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Usitatibacteraceae	g__UKL13-2	s__
GL53_Down_metabat_107_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__UBA1936	s__
GL53_Down_metabat_134	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFJR01	s__
GL53_Down_metabat_20	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__UBA7239	g__	s__
GL53_Down_metabat_88_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFJR01	s__
GL53_Down_metabat_90	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFIP01	s__
GL53_Down_metabinner_1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__	s__
GL53_Down_metabinner_23_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFIP01	s__
GL53_Down_metabinner_26	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Chakrabartia	s__
GL53_Down_metabinner_29	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylotenera_A	s__
GL53_Down_metabinner_31_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__
GL53_Down_metabinner_5	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae	g__Aestuariivirga	s__
GL53_Down_metabinner_94_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFIP01	s__
GL53_Up_concoct_196	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Usitatibacteraceae	g__JAEUMZ01	s__
GL53_Up_metabat_123_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__
GL53_Up_metabat_149_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFIP01	s__
GL53_Up_metabat_4	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__
GL53_Up_metabat_9_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GL53_Up_metabinner_45_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Aquirhabdus	s__
GL54_DN_metabat_73_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Gallionellaceae	g__Gallionella	s__
GL54_DN_metabinner_14_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GL54_UP_concoct_14	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__	s__
GL54_UP_concoct_177_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__
GL54_UP_concoct_89	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__
GL54_UP_concoct_9	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__	s__
GL54_UP_metabat_106	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylotenera_A	s__
GL54_UP_metabat_36	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Sulfuricellaceae_A	g__Sulfurirhabdus	s__
GL54_UP_metabat_41_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__
GL54_UP_metabat_59	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__
GL54_UP_metabinner_13	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylotenera_A	s__
GL54_UP_metabinner_21_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__
GL54_UP_metabinner_24	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylotenera_A	s__
GL54_UP_metabinner_4	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Pseudolysobacter	s__
GL54_UP_metabinner_44_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFJR01	s__
GL54_UP_metabinner_6_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__	s__
GL56_Down_concoct_143_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__UBA9219	f__UBA9219	g__	s__
GL56_Down_metabat_35_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__CADEHE01	g__	s__
GL58_Down_metabat_138_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__PALSA-1004	s__
GL5_Up_metabinner_1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFIP01	s__
GL61_DN_concoct_141_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Lichenihabitans	s__
GL61_DN_concoct_17	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GL61_DN_concoct_35	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Variovorax	s__
GL61_DN_metabat_70_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Rhodanobacter	s__
GL61_DN_metabinner_1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__JACMMS01	s__
GL61_DN_metabinner_10	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidiferrobacterales	f__UBA6901	g__	s__
GL61_DN_metabinner_39_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__
GL61_DN_metabinner_3_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Solimicrobium	s__
GL61_DN_metabinner_47_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Roseiarcus	s__
GL61_DN_metabinner_6_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-40	g__JACQAP01	s__
GL65_DN_concoct_143	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GL65_DN_concoct_33_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhodoferax	s__
GL65_DN_concoct_57	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GL65_DN_concoct_92	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
GL65_DN_metabat_140_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__	s__
GL65_DN_metabat_156_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Schlegelella_A	s__
GL65_DN_metabat_83	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Casimicrobiaceae	g__Casimicrobium	s__
GL65_UP_metabat_140	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__PBB1	s__
GL68_DN_concoct_93	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__CAHJXG01	s__
GL72_DN_concoct_12_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GL72_DN_concoct_167_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomicrobium	s__
GL72_DN_concoct_216	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae	g__Aestuariivirga	s__
GL72_DN_concoct_217	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Aquabacterium_A	s__
GL72_DN_concoct_64	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAIZPE01	s__
GL72_DN_concoct_71	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GL72_DN_metabat_127_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__
GL72_DN_metabat_162_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__
GL72_DN_metabat_164_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Variovorax	s__Variovorax sp014303735
GL72_DN_metabat_203_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Casimicrobiaceae	g__Casimicrobium	s__
GL72_DN_metabat_85	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Usitatibacteraceae	g__JAEUMZ01	s__
GL72_DN_metabinner_10	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__21-14-0-20-44-7	g__JABDBO01	s__
GL72_DN_metabinner_19	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylotenera_A	s__
GL72_DN_metabinner_52_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GL72_DN_metabinner_61	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__
GL72_UP_concoct_0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Hylemonella	s__
GL72_UP_concoct_172_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aestuariivirgaceae	g__Aestuariivirga	s__
GL72_UP_concoct_22	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__UBA5216	s__
GL72_UP_concoct_269	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__PALSA-1004	s__
GL72_UP_concoct_270_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__JACMNW01	s__
GL72_UP_metabat_156_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Methylibium	s__
GL72_UP_metabat_178_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhodoferax	s__
GL72_UP_metabat_244	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomicrobium	s__
GL72_UP_metabinner_127_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__
GL72_UP_metabinner_14	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__SURF-13	f__SURF-13	g__JACPZD01	s__
GL72_UP_metabinner_3	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__JADJTR01	s__
GL72_UP_metabinner_56	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylotenera_A	s__
GL73_DN_concoct_209	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__
GL73_DN_concoct_218_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAISIP01	s__
GL73_DN_concoct_42_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhodoferax	s__
GL73_DN_metabat_33_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylotenera_A	s__
GL73_UP_concoct_156	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
GL74_DN_concoct_206_sub	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__SZUA-430	s__
GL74_DN_concoct_234_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__SCMT01	s__
GL74_DN_concoct_50_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__JAEUOS01	g__	s__
GL74_DN_concoct_94	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__JAEUOS01	g__JAEUOS01	s__
GL74_DN_metabat_135_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFJR01	s__
GL74_DN_metabat_57	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__
GL74_DN_metabinner_10	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rubrivivax	s__
GL74_DN_metabinner_13	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__	s__
GL74_DN_metabinner_50_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__LMDS01	s__
GL74_DN_metabinner_58	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__
GL74_DN_metabinner_6	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFIP01	s__
GL74_UP_concoct_102_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__VFJL01	s__
GL74_UP_concoct_120_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAILRJ01	s__
GL74_UP_concoct_263	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Pseudolysobacter	s__
GL74_UP_concoct_297_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JAAFJR01	s__
GL74_UP_concoct_66_sub	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__UBA5216	s__
